ReturnDate,TerritoryKey,ProductKey,ReturnQuantity
2/14/2017,1,229,1
2/14/2017,4,530,1
2/14/2017,6,535,1
2/14/2017,7,362,1
2/14/2017,9,477,1
2/14/2017,10,480,1
2/15/2017,4,223,1
2/15/2017,4,536,1
2/15/2017,4,541,1
2/15/2017,6,477,1
2/15/2017,9,606,1
2/16/2017,8,538,1
2/17/2017,1,214,1
2/17/2017,1,530,1
2/17/2017,1,536,1
2/17/2017,4,214,1
2/17/2017,4,605,2
2/17/2017,6,485,1
2/17/2017,6,490,1
2/17/2017,9,385,1
2/17/2017,9,477,1
2/18/2017,4,220,1
2/18/2017,6,530,1
2/19/2017,4,528,1
2/19/2017,4,529,1
2/19/2017,4,537,1
2/19/2017,7,354,1
2/19/2017,9,583,1
2/20/2017,1,214,1
2/20/2017,1,371,1
2/20/2017,4,573,1
2/20/2017,7,528,1
2/20/2017,8,229,1
2/20/2017,9,477,1
2/20/2017,9,530,1
2/20/2017,10,485,1
2/21/2017,6,477,1
2/21/2017,9,477,1
2/21/2017,9,580,1
2/22/2017,4,223,1
2/22/2017,4,232,1
2/22/2017,8,485,1
2/22/2017,9,479,1
2/22/2017,9,484,1
2/23/2017,4,226,1
2/23/2017,4,462,1
2/23/2017,4,475,1
2/23/2017,9,539,1
2/23/2017,10,475,1
2/23/2017,10,477,1
2/24/2017,1,530,1
2/24/2017,4,220,1
2/24/2017,6,475,1
2/24/2017,7,540,1
2/24/2017,8,478,1
2/24/2017,8,484,1
2/24/2017,8,588,1
2/24/2017,8,599,1
2/24/2017,9,477,2
2/24/2017,9,562,1
2/25/2017,1,466,1
2/25/2017,1,477,1
2/25/2017,1,480,1
2/26/2017,1,537,1
2/26/2017,5,540,1
2/26/2017,6,477,1
2/26/2017,7,480,1
2/27/2017,1,235,1
2/27/2017,1,528,1
2/27/2017,1,538,1
2/27/2017,4,529,1
2/27/2017,6,477,1
2/27/2017,6,528,1
2/27/2017,6,583,1
2/27/2017,9,226,1
2/27/2017,9,478,1
2/28/2017,4,478,1
2/28/2017,6,478,1
2/28/2017,7,536,1
2/28/2017,9,479,1
2/28/2017,9,482,1
2/28/2017,9,539,1
03-01-2017,4,477,2
03-01-2017,4,535,1
03-01-2017,4,595,1
03-01-2017,8,215,1
03-01-2017,8,529,1
03-01-2017,9,220,1
03-01-2017,1,480,1
03-01-2017,6,530,1
03-01-2017,8,582,1
03-01-2017,10,485,1
03-02-2017,1,485,1
03-02-2017,4,528,1
03-02-2017,6,530,1
03-02-2017,9,474,1
03-03-2017,1,215,1
03-03-2017,1,540,1
03-03-2017,4,528,1
03-03-2017,6,462,1
03-03-2017,7,375,1
03-03-2017,10,223,1
03-04-2017,4,479,1
03-04-2017,6,232,1
03-04-2017,6,528,1
03-04-2017,9,528,1
03-04-2017,10,487,1
03-05-2017,4,354,1
03-05-2017,4,477,1
03-05-2017,6,580,1
03-05-2017,9,223,1
03-06-2017,6,220,1
03-06-2017,7,536,1
03-07-2017,1,223,1
03-07-2017,4,491,1
03-07-2017,4,535,1
03-07-2017,4,575,1
03-07-2017,6,476,1
03-07-2017,9,214,1
03-08-2017,1,490,1
03-08-2017,4,538,1
03-08-2017,8,215,1
03-08-2017,9,354,1
03-08-2017,9,605,1
03-08-2017,10,606,1
03-09-2017,1,352,1
03-09-2017,6,472,1
03-09-2017,7,214,1
03-09-2017,7,528,1
03-09-2017,7,537,1
03-09-2017,9,536,1
03-10-2017,6,478,1
03-10-2017,10,528,1
03-11-2017,4,478,1
03-11-2017,4,485,1
03-11-2017,6,214,1
03-11-2017,7,541,1
03-12-2017,1,477,1
03-12-2017,4,232,1
03-12-2017,4,577,1
03-12-2017,8,479,1
03-12-2017,10,360,1
3/13/2017,4,482,1
3/13/2017,7,541,1
3/13/2017,8,480,2
3/13/2017,9,352,1
3/13/2017,9,358,1
3/14/2017,4,232,1
3/14/2017,4,477,1
3/14/2017,6,529,1
3/14/2017,9,530,1
3/14/2017,9,606,1
3/15/2017,6,215,1
3/15/2017,6,480,1
3/16/2017,1,471,1
3/16/2017,4,538,1
3/16/2017,4,571,1
3/16/2017,4,587,1
3/16/2017,9,489,1
3/16/2017,9,537,1
3/17/2017,4,480,1
3/17/2017,4,535,1
3/17/2017,6,214,1
3/17/2017,9,541,1
3/18/2017,1,356,1
3/18/2017,4,529,1
3/18/2017,6,464,1
3/18/2017,7,473,1
3/18/2017,7,477,1
3/18/2017,7,538,1
3/18/2017,9,538,1
3/18/2017,10,479,1
3/19/2017,1,528,1
3/19/2017,4,477,1
3/19/2017,4,478,1
3/19/2017,9,475,1
3/20/2017,1,480,1
3/20/2017,4,490,1
3/20/2017,4,605,1
3/20/2017,7,360,1
3/20/2017,9,466,1
3/20/2017,10,538,1
3/21/2017,1,540,1
3/21/2017,1,604,1
3/21/2017,6,538,1
3/21/2017,7,528,1
3/21/2017,9,220,1
3/21/2017,9,573,1
3/21/2017,10,581,1
3/22/2017,1,478,1
3/22/2017,6,538,1
3/22/2017,9,220,1
3/22/2017,9,480,1
3/22/2017,10,485,1
3/23/2017,4,477,1
3/23/2017,6,487,1
3/23/2017,8,536,1
3/24/2017,9,477,1
3/25/2017,4,530,1
3/25/2017,6,214,1
3/25/2017,6,530,1
3/25/2017,9,477,1
3/25/2017,9,538,1
3/26/2017,1,220,1
3/26/2017,4,483,1
3/26/2017,7,223,1
3/26/2017,8,485,1
3/27/2017,4,479,1
3/27/2017,6,223,1
3/27/2017,6,477,1
3/27/2017,7,472,1
3/27/2017,7,477,1
3/27/2017,7,537,1
3/27/2017,10,214,1
3/28/2017,1,215,1
3/28/2017,4,214,1
3/28/2017,4,537,1
3/28/2017,7,362,1
3/28/2017,9,223,1
3/28/2017,9,473,1
3/28/2017,9,476,1
3/28/2017,10,223,1
3/29/2017,1,220,1
3/29/2017,1,475,1
3/29/2017,1,528,1
3/29/2017,4,475,1
3/29/2017,6,480,1
3/29/2017,7,220,1
3/29/2017,10,214,1
3/29/2017,10,596,1
3/30/2017,1,479,1
3/30/2017,1,566,1
3/30/2017,6,485,1
3/30/2017,6,537,1
3/30/2017,7,529,1
3/31/2017,1,387,1
3/31/2017,4,482,1
3/31/2017,4,528,1
3/31/2017,6,480,1
3/31/2017,7,482,1
04-01-2017,4,215,1
04-01-2017,4,354,1
04-01-2017,4,580,1
04-01-2017,6,229,1
04-01-2017,6,528,1
04-01-2017,8,383,1
04-02-2017,8,220,1
04-02-2017,10,480,1
04-03-2017,4,477,1
04-03-2017,4,491,1
04-03-2017,6,486,1
04-03-2017,9,235,1
04-03-2017,9,536,1
04-03-2017,9,564,1
04-03-2017,10,480,1
04-03-2017,10,535,1
04-04-2017,4,480,1
04-04-2017,4,538,1
04-04-2017,7,561,1
04-04-2017,8,360,1
04-04-2017,8,477,1
04-04-2017,9,477,1
04-05-2017,6,480,1
04-05-2017,7,539,1
04-05-2017,8,539,1
04-06-2017,1,220,1
04-06-2017,1,356,1
04-06-2017,1,477,1
04-06-2017,4,214,1
04-06-2017,4,223,2
04-06-2017,4,574,1
04-06-2017,8,605,1
04-07-2017,8,214,1
04-07-2017,8,480,1
04-07-2017,10,528,1
04-07-2017,10,530,1
04-07-2017,10,577,1
04-08-2017,4,476,1
04-08-2017,4,540,1
04-08-2017,7,215,1
04-08-2017,9,488,1
04-08-2017,10,215,1
04-09-2017,7,220,1
04-09-2017,9,539,1
04-10-2017,4,528,1
04-10-2017,6,220,1
04-10-2017,8,471,1
04-10-2017,8,560,1
04-10-2017,9,484,1
04-10-2017,10,383,1
04-10-2017,10,566,1
04-11-2017,1,537,1
04-11-2017,4,536,1
04-11-2017,4,588,1
04-11-2017,7,479,1
04-11-2017,7,480,1
04-11-2017,9,375,1
04-11-2017,9,484,1
04-11-2017,9,563,1
04-12-2017,4,530,1
04-12-2017,6,576,1
04-12-2017,7,575,1
04-12-2017,9,477,1
04-12-2017,10,478,1
04-12-2017,10,606,1
4/13/2017,1,477,1
4/13/2017,4,478,2
4/13/2017,9,483,1
4/14/2017,4,590,1
4/14/2017,6,480,1
4/14/2017,10,215,1
4/14/2017,10,529,1
4/14/2017,10,590,1
4/15/2017,1,490,1
4/15/2017,7,477,1
4/15/2017,7,488,1
4/15/2017,7,489,1
4/15/2017,9,480,1
4/16/2017,4,479,1
4/16/2017,4,537,1
4/16/2017,4,581,1
4/16/2017,8,529,1
4/17/2017,1,539,1
4/17/2017,8,472,1
4/17/2017,8,605,1
4/17/2017,9,565,1
4/17/2017,9,567,1
4/18/2017,1,383,1
4/18/2017,4,561,1
4/18/2017,7,464,1
4/18/2017,9,479,1
4/18/2017,10,479,1
4/18/2017,10,577,1
4/19/2017,4,214,1
4/19/2017,4,478,1
4/19/2017,6,528,1
4/19/2017,7,486,1
4/19/2017,7,530,1
4/19/2017,10,487,1
4/20/2017,8,583,1
4/20/2017,10,482,1
4/21/2017,4,235,1
4/21/2017,4,477,1
4/21/2017,9,383,1
4/22/2017,4,528,1
4/22/2017,7,541,1
4/22/2017,8,530,1
4/22/2017,8,584,1
4/23/2017,1,484,1
4/23/2017,4,215,1
4/23/2017,4,226,1
4/23/2017,4,480,1
4/23/2017,6,220,1
4/23/2017,6,466,1
4/23/2017,7,529,1
4/23/2017,8,538,1
4/23/2017,9,480,1
4/24/2017,4,220,1
4/24/2017,4,477,1
4/24/2017,7,215,1
4/24/2017,7,352,1
4/24/2017,7,477,1
4/24/2017,9,589,1
4/25/2017,1,485,1
4/25/2017,6,464,1
4/25/2017,7,477,1
4/25/2017,7,484,1
4/25/2017,7,530,1
4/25/2017,9,479,1
4/25/2017,9,538,1
4/25/2017,10,481,1
4/26/2017,1,220,1
4/26/2017,1,480,1
4/26/2017,4,478,1
4/26/2017,4,480,1
4/26/2017,7,480,1
4/26/2017,9,488,1
4/27/2017,1,480,1
4/27/2017,1,529,1
4/27/2017,4,215,1
4/27/2017,4,529,1
4/27/2017,7,215,1
4/27/2017,9,214,1
4/27/2017,9,580,1
4/28/2017,4,358,1
4/28/2017,8,528,1
4/28/2017,9,377,1
4/28/2017,9,535,1
4/28/2017,10,215,1
4/28/2017,10,480,1
4/28/2017,10,528,1
4/29/2017,1,541,1
4/29/2017,4,474,1
4/29/2017,4,490,1
4/29/2017,4,528,1
4/29/2017,10,358,1
4/30/2017,1,480,1
4/30/2017,4,215,1
4/30/2017,4,478,1
4/30/2017,7,489,1
4/30/2017,8,581,1
4/30/2017,9,480,1
05-01-2017,1,485,1
05-01-2017,4,215,1
05-01-2017,4,360,1
05-01-2017,10,479,1
05-02-2017,4,214,1
05-02-2017,4,477,1
05-02-2017,4,528,1
05-02-2017,9,480,1
05-03-2017,9,529,1
05-04-2017,4,606,1
05-04-2017,6,476,1
05-04-2017,7,539,1
05-04-2017,8,538,1
05-04-2017,8,571,1
05-05-2017,1,483,1
05-05-2017,4,480,1
05-05-2017,4,483,1
05-05-2017,8,223,1
05-05-2017,8,541,1
05-05-2017,9,480,1
05-05-2017,9,487,1
05-06-2017,4,215,1
05-06-2017,4,477,1
05-06-2017,6,466,1
05-06-2017,6,485,1
05-06-2017,7,220,1
05-06-2017,7,528,1
05-06-2017,8,528,1
05-06-2017,9,480,1
05-07-2017,4,578,1
05-07-2017,7,538,1
05-07-2017,10,214,1
05-08-2017,4,476,1
05-08-2017,4,537,1
05-08-2017,9,223,1
05-08-2017,9,535,1
05-09-2017,1,484,1
05-09-2017,4,220,1
05-09-2017,6,530,1
05-09-2017,7,362,1
05-09-2017,9,480,1
05-09-2017,9,528,1
05-09-2017,9,537,1
05-10-2017,1,578,1
05-10-2017,4,385,1
05-10-2017,4,480,1
05-10-2017,6,478,1
05-10-2017,6,537,1
05-10-2017,7,215,1
05-11-2017,1,223,1
05-11-2017,1,480,1
05-11-2017,6,536,1
05-11-2017,10,541,1
05-12-2017,4,214,1
05-12-2017,4,229,1
05-12-2017,4,479,1
05-12-2017,4,606,1
05-12-2017,10,360,1
05-12-2017,10,604,1
5/13/2017,7,220,1
5/14/2017,4,485,1
5/14/2017,4,529,1
5/14/2017,6,483,1
5/14/2017,6,485,1
5/14/2017,6,536,1
5/14/2017,7,580,1
5/14/2017,9,477,1
5/15/2017,1,480,1
5/15/2017,1,489,1
5/15/2017,6,214,1
5/15/2017,6,235,1
5/15/2017,6,485,1
5/15/2017,9,214,1
5/16/2017,1,569,1
5/16/2017,6,480,1
5/16/2017,6,537,1
5/16/2017,8,466,1
5/16/2017,9,214,1
5/16/2017,9,487,1
5/16/2017,9,488,1
5/17/2017,1,478,1
5/17/2017,6,477,1
5/17/2017,7,220,1
5/17/2017,7,568,1
5/17/2017,10,214,1
5/18/2017,9,536,1
5/19/2017,1,480,1
5/19/2017,4,223,1
5/19/2017,9,214,1
5/19/2017,9,389,1
5/20/2017,1,471,1
5/20/2017,4,573,1
5/20/2017,4,582,1
5/20/2017,6,226,1
5/20/2017,7,576,1
5/21/2017,1,358,1
5/21/2017,1,535,1
5/21/2017,4,226,1
5/21/2017,4,537,1
5/21/2017,6,214,1
5/21/2017,9,487,1
5/22/2017,4,214,1
5/22/2017,4,478,1
5/22/2017,4,487,1
5/22/2017,9,215,1
5/23/2017,1,354,1
5/23/2017,1,606,1
5/23/2017,4,574,1
5/23/2017,4,577,1
5/23/2017,7,572,1
5/24/2017,1,462,1
5/24/2017,6,362,1
5/24/2017,6,528,1
5/24/2017,7,573,1
5/24/2017,8,536,1
5/24/2017,9,562,1
5/24/2017,9,579,1
5/25/2017,1,474,1
5/25/2017,7,466,1
5/25/2017,8,215,1
5/25/2017,9,223,1
5/25/2017,9,488,1
5/25/2017,10,564,1
5/26/2017,1,528,1
5/26/2017,6,528,1
5/26/2017,7,478,1
5/26/2017,8,539,1
5/26/2017,9,479,1
5/26/2017,10,220,1
5/26/2017,10,235,1
5/26/2017,10,530,1
5/27/2017,1,214,1
5/27/2017,1,528,1
5/27/2017,4,538,1
5/27/2017,8,229,1
5/28/2017,4,226,1
5/28/2017,4,477,1
5/28/2017,7,371,1
5/28/2017,7,540,1
5/28/2017,9,220,1
5/28/2017,9,482,1
5/28/2017,10,529,1
5/29/2017,1,362,1
5/29/2017,8,214,1
5/29/2017,9,214,1
5/29/2017,9,220,1
5/29/2017,9,379,1
5/29/2017,9,462,1
5/29/2017,9,478,1
5/29/2017,10,485,1
5/30/2017,1,479,1
5/30/2017,1,529,1
5/30/2017,1,538,1
5/30/2017,4,478,1
5/30/2017,4,480,1
5/30/2017,4,605,1
5/30/2017,9,220,1
5/30/2017,9,480,1
5/30/2017,9,537,1
5/30/2017,9,582,1
5/30/2017,10,530,1
5/31/2017,1,528,1
5/31/2017,6,360,1
5/31/2017,6,535,1
5/31/2017,6,536,1
5/31/2017,7,568,1
5/31/2017,9,484,1
5/31/2017,9,584,1
5/31/2017,10,477,1
06-01-2017,6,582,1
06-01-2017,8,358,1
06-01-2017,8,578,1
06-02-2017,1,481,1
06-02-2017,6,477,1
06-03-2017,1,538,1
06-03-2017,7,477,1
06-03-2017,7,538,1
06-03-2017,9,478,1
06-03-2017,9,479,1
06-03-2017,9,488,1
06-03-2017,10,537,1
06-04-2017,6,466,1
06-05-2017,1,220,1
06-05-2017,1,477,1
06-05-2017,7,214,1
06-06-2017,6,476,1
06-06-2017,6,485,1
06-06-2017,7,223,1
06-06-2017,8,530,1
06-06-2017,9,360,1
06-06-2017,10,536,1
06-07-2017,1,462,1
06-07-2017,1,539,1
06-07-2017,1,574,1
06-07-2017,4,352,1
06-07-2017,4,464,1
06-07-2017,4,478,1
06-07-2017,4,485,1
06-07-2017,6,235,1
06-07-2017,9,352,1
06-07-2017,9,464,1
06-07-2017,9,537,1
06-07-2017,9,538,1
06-08-2017,1,356,1
06-08-2017,1,537,1
06-08-2017,4,360,1
06-08-2017,8,563,1
06-08-2017,8,605,1
06-08-2017,9,477,1
06-08-2017,9,485,1
06-09-2017,1,478,1
06-09-2017,1,535,1
06-09-2017,6,528,1
06-09-2017,7,528,1
06-09-2017,9,387,1
06-09-2017,9,471,1
06-10-2017,1,466,1
06-10-2017,1,477,1
06-10-2017,1,581,1
06-10-2017,4,477,1
06-11-2017,4,479,1
06-11-2017,6,223,1
06-11-2017,7,485,1
06-11-2017,9,485,1
06-11-2017,9,529,1
06-11-2017,9,584,1
06-12-2017,4,478,1
06-12-2017,9,214,1
06-12-2017,9,529,1
06-12-2017,9,537,1
06-12-2017,10,477,1
6/13/2017,4,220,1
6/13/2017,8,476,1
6/13/2017,8,581,1
6/13/2017,9,214,1
6/13/2017,9,215,1
6/14/2017,1,537,1
6/14/2017,4,462,1
6/14/2017,6,229,1
6/14/2017,7,528,1
6/14/2017,9,491,1
6/14/2017,10,214,1
6/14/2017,10,477,1
6/15/2017,1,223,1
6/15/2017,6,220,1
6/15/2017,6,529,1
6/15/2017,7,475,1
6/15/2017,7,477,1
6/15/2017,8,485,1
6/15/2017,9,480,1
6/15/2017,10,478,1
6/16/2017,7,490,1
6/16/2017,7,535,1
6/16/2017,8,480,1
6/16/2017,9,479,1
6/16/2017,10,466,1
6/17/2017,1,354,1
6/17/2017,1,481,1
6/17/2017,9,489,1
6/17/2017,9,528,1
6/17/2017,9,535,1
6/17/2017,10,352,1
6/17/2017,10,597,1
6/18/2017,10,535,1
6/19/2017,1,356,1
6/19/2017,7,462,1
6/19/2017,9,487,1
6/19/2017,10,563,1
6/20/2017,1,528,1
6/20/2017,4,479,1
6/20/2017,8,586,1
6/20/2017,9,362,1
6/21/2017,7,220,1
6/21/2017,7,593,1
6/21/2017,8,482,1
6/21/2017,8,536,1
6/21/2017,9,462,1
6/21/2017,9,477,1
6/21/2017,10,220,1
6/21/2017,10,477,1
6/22/2017,1,232,1
6/22/2017,1,485,1
6/22/2017,4,529,1
6/22/2017,6,220,1
6/22/2017,6,476,1
6/22/2017,6,488,1
6/22/2017,7,540,1
6/22/2017,9,477,1
6/22/2017,9,584,1
6/23/2017,6,528,1
6/23/2017,9,539,1
6/23/2017,9,562,1
6/23/2017,9,563,1
6/24/2017,1,479,1
6/24/2017,1,480,1
6/24/2017,1,485,1
6/24/2017,1,487,1
6/24/2017,9,474,1
6/24/2017,10,581,1
6/25/2017,6,223,1
6/25/2017,7,223,1
6/25/2017,7,477,1
6/25/2017,7,529,1
6/25/2017,9,477,1
6/25/2017,9,478,1
6/25/2017,9,484,1
6/25/2017,9,539,1
6/26/2017,1,472,1
6/26/2017,6,477,1
6/26/2017,7,529,1
6/26/2017,9,538,1
6/27/2017,4,478,1
6/27/2017,4,537,1
6/27/2017,10,220,1
6/28/2017,1,214,1
6/28/2017,1,480,1
6/28/2017,1,587,1
6/28/2017,4,387,1
6/28/2017,4,528,2
6/28/2017,7,575,1
6/28/2017,7,591,1
6/28/2017,8,381,1
6/28/2017,10,477,1
6/28/2017,10,487,1
6/29/2017,4,356,1
6/29/2017,4,587,1
6/29/2017,7,477,1
6/29/2017,7,479,1
6/29/2017,8,541,1
6/29/2017,9,477,1
6/30/2017,6,491,1
6/30/2017,8,477,1
6/30/2017,9,477,1
6/30/2017,10,223,1
6/30/2017,10,477,1
